session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected,anomaly_score,anomaly,status,risk_score,severity
SID_03815,247,TCP,2,1124.7910664239723,Unknown,0.3851433675273834,3,Chrome,0,1,0.05969227005057215,1,Normal,26.15,Medium
SID_03816,141,TCP,2,1055.3469125830482,AES,0.1352163015345739,1,Chrome,0,0,0.05585054157870012,1,Normal,27.38,Medium
SID_03817,423,TCP,3,5.038555680694847,DES,0.2551100249323845,1,Chrome,1,0,0.015548584991933012,1,Normal,40.26,Medium
SID_03818,475,UDP,6,264.85532615640653,AES,0.3022179177144434,4,Chrome,0,1,0.007483949778033017,1,Normal,42.84,Medium
SID_03819,420,TCP,4,2150.750912194726,AES,0.7401259278645025,2,Chrome,0,1,0.007932364928223357,1,Normal,42.7,Medium
SID_03820,263,UDP,3,2579.1542530702363,AES,0.3920274441617425,2,Edge,0,0,0.03581529537805134,1,Normal,33.79,Medium
SID_03821,420,TCP,2,571.1488754823982,DES,0.1776860295713731,2,Chrome,0,0,0.11555600211653705,1,Normal,8.3,Low
SID_03822,553,TCP,1,656.9481223708062,AES,0.122391021659616,1,Unknown,0,0,0.07088188177608473,1,Normal,22.58,Low
SID_03823,491,TCP,1,0.5253896510995227,DES,0.1158183620508458,2,Safari,0,0,0.05616918288522654,1,Normal,27.28,Medium
SID_03824,536,TCP,4,892.623073590719,Unknown,0.3939749460683414,0,Firefox,1,0,-0.013440595408842682,-1,Anomaly,49.53,Medium
SID_03825,365,UDP,3,191.04835850401216,AES,0.4677024098378993,1,Edge,0,0,0.11499180588417207,1,Normal,8.48,Low
SID_03826,734,TCP,7,109.4918504583416,AES,0.5373098462179463,1,Chrome,1,1,-0.06371149339849058,-1,Anomaly,65.6,High
SID_03827,264,TCP,8,290.7112378942481,AES,0.0773581504591741,0,Edge,0,1,-0.008326227658052465,-1,Anomaly,47.9,Medium
SID_03828,597,TCP,3,874.6423801659615,Unknown,0.5763706849467983,1,Chrome,0,0,0.08831087656182224,1,Normal,17.0,Low
SID_03829,736,TCP,5,458.63382871586936,DES,0.0418765633903934,2,Edge,1,0,-0.039314024421372884,-1,Anomaly,57.8,High
SID_03830,596,TCP,5,343.46814049905106,DES,0.1574145777138944,1,Chrome,0,0,0.11881786776935604,1,Normal,7.25,Low
SID_03831,459,TCP,1,1038.0634863302005,DES,0.2649970396634734,0,Firefox,0,0,0.035415684312695705,1,Normal,33.91,Medium
SID_03832,394,UDP,3,1344.403874443265,DES,0.478579150010197,2,Edge,0,0,0.0930078174436112,1,Normal,15.5,Low
SID_03833,707,TCP,4,1627.2837673112494,DES,0.3972607850770154,1,Chrome,0,0,0.09166732357151469,1,Normal,15.93,Low
SID_03834,215,TCP,4,470.6735103209337,AES,0.6156391183175601,5,Chrome,0,1,-0.05196874820279218,-1,Anomaly,61.85,High
SID_03835,305,TCP,1,1012.1905503603512,DES,0.6686261577684615,3,Chrome,0,1,-0.014241122700375697,-1,Anomaly,49.79,Medium
SID_03836,420,TCP,3,1731.744442612728,Unknown,0.0670125300890952,1,Edge,1,0,-0.03760075747873026,-1,Anomaly,57.26,High
SID_03837,747,TCP,5,1916.6941751152413,DES,0.0566648869905964,1,Unknown,0,1,0.04144609690733825,1,Normal,31.99,Medium
SID_03838,575,TCP,2,542.0102459826745,Unknown,0.3913150932804857,0,Firefox,0,0,0.0732521460763918,1,Normal,21.82,Low
SID_03839,306,TCP,3,351.2091113677177,AES,0.1376706436599373,0,Chrome,0,0,0.057665354228553956,1,Normal,26.8,Medium
SID_03840,437,TCP,4,1843.5580310809864,AES,0.1261620338152414,2,Chrome,0,0,0.08061860158282713,1,Normal,19.46,Low
SID_03841,377,TCP,3,242.43202303083228,AES,0.4151449328540208,1,Chrome,0,0,0.1277321077112365,1,Normal,4.4,Low
SID_03842,358,UDP,4,1275.0384514738278,AES,0.6096829652949248,1,Chrome,0,1,0.065181309376525,1,Normal,24.4,Low
SID_03843,695,UDP,6,1914.4885243246763,DES,0.4803424691246525,2,Edge,0,1,0.06054898091653005,1,Normal,25.88,Medium
SID_03844,225,TCP,3,1076.7941541266457,Unknown,0.5195941403394084,1,Edge,0,1,0.07000354891693888,1,Normal,22.86,Low
SID_03845,821,TCP,5,911.1979114604924,AES,0.3167347178143606,1,Edge,0,0,0.0867577083037947,1,Normal,17.5,Low
SID_03846,665,TCP,5,41.605078663309655,Unknown,0.0514250865913733,0,Chrome,0,0,0.014073962737845669,1,Normal,40.74,Medium
SID_03847,718,TCP,2,181.9953911771812,Unknown,0.2785027277993664,1,Chrome,0,0,0.09981947042992922,1,Normal,13.33,Low
SID_03848,407,UDP,3,878.6569643497902,Unknown,0.344269694171099,0,Chrome,0,0,0.08407194804435364,1,Normal,18.36,Low
SID_03849,470,UDP,4,1230.4219023484045,AES,0.1075428676377085,1,Chrome,0,0,0.1042940590119758,1,Normal,11.9,Low
SID_03850,213,TCP,5,52.39147571185085,AES,0.5543900643868364,2,Firefox,1,1,-0.03522779153276623,-1,Anomaly,56.5,High
SID_03851,395,TCP,3,15.394741175862489,AES,0.5542020411455427,1,Safari,0,0,0.07919062883804856,1,Normal,19.92,Low
SID_03852,598,TCP,4,298.60657896777514,AES,0.3792180021934597,1,Firefox,0,0,0.1323370183062504,1,Normal,2.93,Low
SID_03853,759,TCP,5,828.4087587838213,AES,0.041112736009602,2,Safari,1,1,-0.04403062359871113,-1,Anomaly,59.31,High
SID_03854,278,UDP,8,574.0218081489365,Unknown,0.1913724153497186,2,Edge,0,1,0.057484923766285334,1,Normal,26.86,Medium
SID_03855,426,TCP,2,6.715560580847223,DES,0.6552336067355395,1,Chrome,0,1,0.040858107206566185,1,Normal,32.17,Medium
SID_03856,469,TCP,1,131.53391938869825,AES,0.3753425153569509,0,Chrome,0,0,0.046984529648913365,1,Normal,30.22,Medium
SID_03857,220,TCP,3,1116.1094074821426,Unknown,0.194222673455735,1,Chrome,0,0,0.0882338984417001,1,Normal,17.03,Low
SID_03858,618,TCP,5,282.6720715401994,AES,0.5039084544354122,1,Chrome,0,0,0.10201547376123543,1,Normal,12.62,Low
SID_03859,355,TCP,5,99.71505101488566,Unknown,0.4919649861570216,0,Chrome,0,0,0.04090869165134581,1,Normal,32.16,Medium
SID_03860,460,TCP,2,41.7620616067904,AES,0.3470690952816418,3,Chrome,0,1,0.07553549677373922,1,Normal,21.09,Low
SID_03861,409,TCP,5,1520.0579832612168,DES,0.4182314079107769,1,Chrome,1,1,0.001972993247505994,1,Normal,44.6,Medium
SID_03862,342,UDP,7,510.42129009170105,DES,0.3256883622403312,0,Edge,0,1,0.058802248520366474,1,Normal,26.44,Medium
SID_03863,498,UDP,5,560.4253374107523,DES,0.4114066236047755,3,Chrome,0,1,0.09442503055016271,1,Normal,15.05,Low
SID_03864,456,TCP,3,50.642630990496784,DES,0.3703967063226573,1,Chrome,0,0,0.11937476264842978,1,Normal,7.07,Low
SID_03865,425,UDP,7,536.451169803862,AES,0.5815013680644808,2,Chrome,0,1,0.0519786129103576,1,Normal,28.62,Medium
SID_03866,354,TCP,2,830.2542118296515,AES,0.2825102034405031,1,Firefox,0,0,0.12223315361342485,1,Normal,6.16,Low
SID_03867,563,UDP,3,104.8149756267996,Unknown,0.2805411573273917,2,Edge,0,0,0.12025208540329346,1,Normal,6.79,Low
SID_03868,830,UDP,2,1862.45125113174,AES,0.1876979859727345,1,Chrome,0,0,0.03929298315954122,1,Normal,32.67,Medium
SID_03869,527,TCP,3,1223.5702202887574,Unknown,0.1980704304088255,1,Chrome,0,1,0.10966988655461507,1,Normal,10.18,Low
SID_03870,699,UDP,5,1295.1264232444448,DES,0.6338013662381642,1,Chrome,0,1,0.04307528583306991,1,Normal,31.47,Medium
SID_03871,221,TCP,2,615.2162082449436,DES,0.0201592910385093,1,Firefox,0,0,0.04183955733084077,1,Normal,31.86,Medium
SID_03872,531,TCP,2,325.0786555938252,Unknown,0.0914171417558871,2,Chrome,1,0,-0.016294769063130987,-1,Anomaly,50.44,High
SID_03873,280,TCP,2,818.3265681001044,DES,0.1206830579343278,2,Chrome,0,0,0.08240667371548921,1,Normal,18.89,Low
SID_03874,204,UDP,5,204.29597927312432,DES,0.3854652391685894,1,Chrome,0,0,0.0993541283136693,1,Normal,13.47,Low
SID_03875,352,UDP,5,117.76561027732184,Unknown,0.5521573623991223,2,Chrome,0,0,0.09447391252559034,1,Normal,15.03,Low
SID_03876,738,TCP,2,618.3250144569757,AES,0.1346163935140759,0,Chrome,0,0,0.031205388003447188,1,Normal,35.26,Medium
SID_03877,690,TCP,7,521.0304042851843,Unknown,0.4793588334334694,0,Chrome,0,1,0.03700771567991429,1,Normal,33.41,Medium
SID_03878,548,TCP,7,130.28097185446708,AES,0.3872301584389624,0,Firefox,0,1,0.055834015415729354,1,Normal,27.39,Medium
SID_03879,193,ICMP,3,604.7058060085753,DES,0.4398548292196755,1,Chrome,0,0,0.0930366029417602,1,Normal,15.49,Low
SID_03880,460,TCP,6,632.5520375789262,Unknown,0.27374860076968,1,Firefox,0,0,0.12453720265196594,1,Normal,5.42,Low
SID_03881,560,UDP,4,1641.5530922633448,DES,0.29815255912533,1,Chrome,1,0,0.007447237694877762,1,Normal,42.85,Medium
SID_03882,535,TCP,4,1139.0642627967372,AES,0.3187521272844668,1,Edge,0,0,0.12307017783339741,1,Normal,5.89,Low
SID_03883,131,TCP,9,196.27622106350603,AES,0.3739931022467798,2,Chrome,0,1,0.017492914769535517,1,Normal,39.64,Medium
SID_03884,321,TCP,7,1362.7001243786574,AES,0.257582058810643,2,Firefox,0,1,0.07642954796708579,1,Normal,20.8,Low
SID_03885,487,ICMP,5,2779.380014459826,DES,0.1335440470108267,1,Edge,0,0,0.049252462985163226,1,Normal,29.49,Medium
SID_03886,607,TCP,3,1008.771844811598,DES,0.3701550316390258,3,Safari,0,1,0.07326955172469979,1,Normal,21.81,Low
SID_03887,64,UDP,6,1237.1823508867103,DES,0.3253517064618283,2,Safari,0,1,0.03469910760841821,1,Normal,34.14,Medium
SID_03888,467,TCP,4,247.8655985665881,Unknown,0.4470289339029647,3,Safari,1,1,-0.008311923234181506,-1,Anomaly,47.89,Medium
SID_03889,528,TCP,1,3852.964785751591,AES,0.3794568600502183,1,Edge,0,0,-0.029314129458431926,-1,Anomaly,54.61,High
SID_03890,669,UDP,3,155.2509419325128,AES,0.4178904139414808,1,Edge,0,0,0.11379113009951164,1,Normal,8.86,Low
SID_03891,638,UDP,1,1111.792470622856,AES,0.0585012662545148,2,Chrome,1,0,-0.0620018776779534,-1,Anomaly,65.06,High
SID_03892,616,UDP,2,402.3114892397356,AES,0.2538835163799307,1,Chrome,0,1,0.12301547936438412,1,Normal,5.91,Low
SID_03893,340,TCP,5,353.1255578236366,AES,0.3202454158330134,1,Chrome,0,0,0.12976097322546976,1,Normal,3.75,Low
SID_03894,118,TCP,9,268.55636789305703,AES,0.4421678653893769,0,Chrome,1,1,-0.10730765879157766,-1,Anomaly,79.54,Critical
SID_03895,421,TCP,4,465.3716574579052,DES,0.4491330375745223,1,Edge,0,0,0.13229216319831355,1,Normal,2.95,Low
SID_03896,700,TCP,3,1251.8569773550205,AES,0.1284165903387594,2,Unknown,0,0,0.08078722861216547,1,Normal,19.41,Low
SID_03897,778,ICMP,4,2263.8025586723147,AES,0.5929411840541527,2,Chrome,1,0,-0.04781782897547138,-1,Anomaly,60.52,High
SID_03898,642,TCP,5,430.6098644183851,DES,0.5422147307840521,3,Chrome,0,1,0.05574632650796879,1,Normal,27.41,Medium
SID_03899,585,TCP,4,843.6877469554196,Unknown,0.2230978060176383,1,Chrome,1,0,0.03510977801283427,1,Normal,34.01,Medium
SID_03900,575,TCP,6,1241.7814736637315,DES,0.3235179848760002,1,Chrome,0,0,0.10795943240820616,1,Normal,10.72,Low
SID_03901,388,TCP,4,84.05393015280322,AES,0.4185922065613434,2,Firefox,0,0,0.11893681800941536,1,Normal,7.21,Low
SID_03902,473,TCP,3,2586.048562269402,AES,0.2871962651411482,2,Chrome,0,0,0.06319180709501243,1,Normal,25.03,Medium
SID_03903,833,TCP,7,190.23372086415088,AES,0.0572855466060909,3,Unknown,1,1,-0.11091740045330722,-1,Anomaly,80.69,Critical
SID_03904,311,TCP,5,1972.829949368992,AES,0.1107929667503842,1,Firefox,0,0,0.07898743416578496,1,Normal,19.99,Low
SID_03905,822,TCP,2,3450.1704893680503,Unknown,0.14853914176365,2,Unknown,0,0,-0.048921918107177165,-1,Anomaly,60.87,High
SID_03906,435,ICMP,4,84.64814352147351,Unknown,0.7079957191473594,1,Chrome,0,1,0.04704624428483489,1,Normal,30.2,Medium
SID_03907,765,TCP,3,1786.0538380675655,AES,0.5902353652663989,3,Firefox,1,1,-0.07698373405399861,-1,Anomaly,69.85,High
SID_03908,218,TCP,2,819.3441623380829,Unknown,0.1230501688391139,1,Unknown,0,0,0.06995601108127358,1,Normal,22.87,Low
SID_03909,617,ICMP,6,1362.6769002472208,DES,0.1359803222261206,2,Chrome,0,0,0.09046045763366373,1,Normal,16.32,Low
SID_03910,352,UDP,3,92.41636861485787,Unknown,0.3780615505075108,1,Chrome,0,0,0.11810114097349977,1,Normal,7.48,Low
SID_03911,216,ICMP,2,1437.87754993383,DES,0.2574881723223564,1,Firefox,0,0,0.07778466847400589,1,Normal,20.37,Low
SID_03912,543,ICMP,3,786.8729975456464,AES,0.4163251619547248,1,Edge,0,1,0.12294775998881852,1,Normal,5.93,Low
SID_03913,701,TCP,5,571.6906965890095,AES,0.2105571617667805,2,Edge,0,0,0.10790196269858099,1,Normal,10.74,Low
SID_03914,331,TCP,5,656.8438623298434,AES,0.132178720744592,0,Firefox,0,0,0.06723140115312592,1,Normal,23.74,Low
SID_03915,200,TCP,7,1091.525110334499,DES,0.1133719186157868,3,Unknown,0,1,-0.00345061843247485,-1,Anomaly,46.34,Medium
SID_03916,481,TCP,3,282.6436230400732,Unknown,0.3433217017091522,1,Firefox,0,1,0.13498962675968962,1,Normal,2.08,Low
SID_03917,482,UDP,1,2298.489541241207,DES,0.5017566630836757,5,Chrome,0,1,-0.07722399099674804,-1,Anomaly,69.92,High
SID_03918,609,TCP,3,294.11542082021066,AES,0.3507660431130412,2,Firefox,0,0,0.12228832406607992,1,Normal,6.14,Low
SID_03919,689,UDP,1,1676.9781965783209,DES,0.2023089198121435,1,Chrome,0,0,0.03954897333876406,1,Normal,32.59,Medium
SID_03920,488,UDP,5,9.748348305392955,AES,0.2039559425501394,1,Chrome,0,1,0.10213469923510837,1,Normal,12.59,Low
SID_03921,871,TCP,4,1986.135953480579,Unknown,0.3276678293251769,2,Chrome,0,0,0.03758736629402387,1,Normal,33.22,Medium
SID_03922,544,UDP,5,1526.1555973826307,AES,0.084236815437684,0,Firefox,1,0,-0.07098560138429455,-1,Anomaly,67.93,High
SID_03923,430,TCP,7,106.0761370797778,DES,0.5583873497166385,2,Edge,0,1,0.0642030678922405,1,Normal,24.71,Low
SID_03924,177,TCP,5,1068.246599285064,AES,0.4557133776538002,2,Chrome,0,0,0.07568602188436829,1,Normal,21.04,Low
SID_03925,447,UDP,9,374.87100946313,AES,0.4151011054047454,1,Edge,0,1,0.06869706096832862,1,Normal,23.27,Low
SID_03926,432,TCP,3,522.8001201864699,DES,0.3239576205862313,2,Unknown,0,0,0.1299429406099039,1,Normal,3.7,Low
SID_03927,692,UDP,2,56.84735178375507,DES,0.2087677299830845,3,Firefox,1,1,-0.044892658216374226,-1,Anomaly,59.59,High
SID_03928,592,TCP,3,191.1884935053629,AES,0.4984539992496155,3,Firefox,0,1,0.07576731863445957,1,Normal,21.01,Low
SID_03929,264,TCP,7,2457.158749493568,DES,0.1070127252819679,3,Chrome,0,1,-0.029903709373511167,-1,Anomaly,54.79,High
SID_03930,534,UDP,1,432.9598088649542,AES,0.2373448645956046,1,Chrome,1,0,0.007965195815330284,1,Normal,42.69,Medium
SID_03931,634,TCP,8,21.10010624263111,Unknown,0.4145248135249995,2,Firefox,0,1,0.05112319849896291,1,Normal,28.89,Medium
SID_03932,805,TCP,4,579.013960735329,DES,0.0830413670477943,1,Chrome,1,0,-0.02945077806393981,-1,Anomaly,54.65,High
SID_03933,677,TCP,1,4191.908002116137,AES,0.6664097834789747,3,Chrome,0,1,-0.09967864599252008,-1,Anomaly,77.1,Critical
SID_03934,652,UDP,5,323.75707521330617,AES,0.282692424492389,0,Firefox,0,0,0.07178173044086528,1,Normal,22.29,Low
SID_03935,512,TCP,4,121.78800475417792,AES,0.7408184556899361,1,Unknown,0,1,0.042821238295384034,1,Normal,31.55,Medium
SID_03936,577,UDP,2,825.256736454825,AES,0.401210821932689,1,Firefox,0,0,0.1169021769577352,1,Normal,7.86,Low
SID_03937,749,TCP,7,2018.8282532843905,DES,0.3272134719611091,1,Edge,0,1,0.04173762816185078,1,Normal,31.89,Medium
SID_03938,233,TCP,6,1568.0445968699762,AES,0.394314502921196,2,Chrome,0,0,0.06499609420350888,1,Normal,24.46,Low
SID_03939,430,UDP,3,855.9907499715621,AES,0.4368703503594418,1,Chrome,0,0,0.12596538322542605,1,Normal,4.97,Low
SID_03940,345,TCP,6,162.81731664067914,AES,0.0168789957415586,3,Chrome,0,1,0.00836431565193363,1,Normal,42.56,Medium
SID_03941,575,TCP,4,1227.315440545421,DES,0.1743696010708808,2,Firefox,0,0,0.10939337412177391,1,Normal,10.27,Low
SID_03942,746,UDP,9,1386.2882515556184,DES,0.366621706970119,2,Chrome,0,1,0.025383339675465022,1,Normal,37.12,Medium
SID_03943,380,UDP,4,1515.287778822444,DES,0.3203324587844754,1,Chrome,0,0,0.10350192447461887,1,Normal,12.15,Low
SID_03944,64,TCP,3,413.9329115500732,Unknown,0.5457242980771945,1,Firefox,0,0,0.05087137894332194,1,Normal,28.97,Medium
SID_03945,417,TCP,1,420.56049438320537,AES,0.3142319217520209,3,Chrome,1,1,-0.021481639866853364,-1,Anomaly,52.1,High
SID_03946,682,UDP,3,134.88367401182936,AES,0.388794589717285,1,Chrome,0,1,0.11257192115247494,1,Normal,9.25,Low
SID_03947,607,UDP,4,1185.1410538071875,Unknown,0.4093604682449336,2,Chrome,0,0,0.11050508353668692,1,Normal,9.91,Low
SID_03948,585,UDP,4,1069.169433763748,AES,0.2888067530760493,1,Firefox,0,0,0.12216476766631518,1,Normal,6.18,Low
SID_03949,444,TCP,2,84.06596704867198,Unknown,0.3021925898836928,2,Firefox,0,0,0.11599928102956386,1,Normal,8.15,Low
SID_03950,244,ICMP,3,16.27174148651461,AES,0.1159968066154091,1,Edge,0,0,0.076931422924012,1,Normal,20.64,Low
SID_03951,603,TCP,3,2424.58908055917,DES,0.5857328184822381,4,Chrome,1,1,-0.13364257725810158,-1,Anomaly,87.96,Critical
SID_03952,333,TCP,1,13.935397488318172,AES,0.1675608952129593,1,Edge,0,1,0.06568851589915153,1,Normal,24.24,Low
SID_03953,936,TCP,4,792.3776160216294,Unknown,0.5813782475790591,1,Firefox,1,1,-0.07043718862216541,-1,Anomaly,67.75,High
SID_03954,614,TCP,1,483.5839504962647,DES,0.4112526187025851,0,Firefox,0,1,0.044386820433989393,1,Normal,31.05,Medium
SID_03955,383,TCP,8,1201.951546171968,AES,0.3966890371617577,3,Chrome,0,1,0.03280614637185281,1,Normal,34.75,Medium
SID_03956,377,TCP,2,73.45431723741032,DES,0.1986776588402794,2,Chrome,0,0,0.11017510523015961,1,Normal,10.02,Low
SID_03957,481,TCP,5,917.5035313652672,AES,0.0876654515839395,1,Unknown,1,1,0.0013900548103148447,1,Normal,44.79,Medium
SID_03958,452,TCP,1,763.4901908450154,AES,0.683898163025349,1,Edge,0,1,0.017718461660421236,1,Normal,39.57,Medium
SID_03959,723,TCP,4,1537.0983162097884,AES,0.0861948590763315,1,Edge,0,0,0.07516735792212997,1,Normal,21.21,Low
SID_03960,537,TCP,4,584.7542309785271,AES,0.3399821552699072,1,Safari,0,0,0.13377356049793915,1,Normal,2.47,Low
SID_03961,353,TCP,4,1042.4220956892257,DES,0.5335802308110477,1,Unknown,0,1,0.09613302757906517,1,Normal,14.5,Low
SID_03962,878,TCP,3,460.40945783865607,Unknown,0.3323848445538429,2,Chrome,1,0,-0.036294957745542256,-1,Anomaly,56.84,High
SID_03963,509,TCP,3,3307.060468172115,DES,0.0527442686462417,3,Chrome,0,1,-0.05231981981588352,-1,Anomaly,61.96,High
SID_03964,653,TCP,5,655.7143694316162,DES,0.2957551105030716,1,Firefox,0,0,0.12133919928983627,1,Normal,6.45,Low
SID_03965,378,ICMP,7,1120.4417694507645,DES,0.1443513158043145,1,Edge,0,1,0.07408902694130054,1,Normal,21.55,Low
SID_03966,572,UDP,7,78.03306207411573,Unknown,0.2295093905818809,0,Firefox,0,1,0.04579924428691917,1,Normal,30.59,Medium
SID_03967,562,UDP,5,497.0422205243829,AES,0.2501831061063622,1,Firefox,0,0,0.12861067353432548,1,Normal,4.12,Low
SID_03968,122,TCP,6,53.28601052841449,DES,0.1596296966370322,1,Chrome,1,0,-0.046457200421824996,-1,Anomaly,60.09,High
SID_03969,903,TCP,2,103.82364546007136,AES,0.813390645219435,1,Chrome,0,1,-0.040816297859571415,-1,Anomaly,58.28,High
SID_03970,758,TCP,1,564.3950793900068,DES,0.3103372368221395,0,Chrome,0,0,0.0295745603432086,1,Normal,35.78,Medium
SID_03971,420,UDP,5,347.4680847247958,AES,0.2794233178411109,0,Chrome,0,0,0.08697579468439254,1,Normal,17.43,Low
SID_03972,279,TCP,3,492.6867570363004,AES,0.2809813673074365,1,Chrome,1,0,0.02393228174625145,1,Normal,37.58,Medium
SID_03973,569,TCP,6,548.3721107683641,AES,0.1183940906954817,2,Chrome,0,0,0.10040710068089587,1,Normal,13.14,Low
SID_03974,517,TCP,1,139.24484373773078,Unknown,0.5081266123254987,1,Chrome,0,0,0.06515115023336138,1,Normal,24.41,Low
SID_03975,571,TCP,5,364.3523656416685,AES,0.1645476070470325,2,Chrome,0,0,0.11327098590725282,1,Normal,9.03,Low
SID_03976,538,ICMP,3,1576.3119815933271,DES,0.3006585406965219,2,Chrome,0,0,0.10452226822659283,1,Normal,11.82,Low
SID_03977,601,UDP,4,1553.7551315322028,Unknown,0.4168314826660112,2,Firefox,0,0,0.09850834437645473,1,Normal,13.74,Low
SID_03978,789,UDP,5,539.6440509093661,AES,0.5334267844353459,0,Chrome,1,0,-0.061328003793575614,-1,Anomaly,64.84,High
SID_03979,613,TCP,3,1106.3075578722824,DES,0.5509415997836449,2,Chrome,0,0,0.0860466214986737,1,Normal,17.73,Low
SID_03980,290,UDP,3,1120.4857286206377,AES,0.3178311707316408,1,Firefox,0,0,0.10778855138256638,1,Normal,10.78,Low
SID_03981,772,TCP,3,36.087237003485264,DES,0.3797939693106483,3,Edge,0,1,0.05684020572588144,1,Normal,27.07,Medium
SID_03982,828,UDP,5,755.117040385091,Unknown,0.1874208335840451,3,Chrome,0,1,0.03792866489437641,1,Normal,33.11,Medium
SID_03983,1130,TCP,5,1305.864637210153,AES,0.0883216602466884,1,Chrome,0,0,-0.016462794849500084,-1,Anomaly,50.5,High
SID_03984,275,TCP,2,721.064952819601,AES,0.2835275000690636,2,Chrome,0,0,0.10423678192514196,1,Normal,11.91,Low
SID_03985,548,TCP,4,623.9281143606454,AES,0.6435379483257195,1,Firefox,1,1,-0.008968012056268404,-1,Anomaly,48.1,Medium
SID_03986,83,TCP,5,606.0900449188372,AES,0.4760647571887231,1,Edge,0,0,0.05845028227791266,1,Normal,26.55,Medium
SID_03987,610,UDP,11,567.3386255965692,DES,0.1939860854369794,4,Chrome,0,1,-0.056672425903178225,-1,Anomaly,63.35,High
SID_03988,390,ICMP,4,1205.1736404086344,Unknown,0.1708484381118336,1,Safari,0,0,0.11494988795455702,1,Normal,8.49,Low
SID_03989,884,TCP,1,822.744391826509,AES,0.2642462515225454,2,Chrome,0,0,0.016540900975667294,1,Normal,39.95,Medium
SID_03990,345,TCP,5,194.16988472641825,AES,0.3819123577496129,2,Chrome,1,0,0.021380753162308808,1,Normal,38.4,Medium
SID_03991,162,TCP,4,454.40826968590846,AES,0.325617785172044,3,Unknown,0,1,0.06541710345085172,1,Normal,24.32,Low
SID_03992,405,UDP,1,601.681483708567,Unknown,0.3978228734631093,0,Edge,0,0,0.045854792997890026,1,Normal,30.58,Medium
SID_03993,104,TCP,9,434.3359541814602,AES,0.1520878632705579,3,Chrome,0,1,-0.04659326390305252,-1,Anomaly,60.13,High
SID_03994,650,TCP,1,217.00773796693628,AES,0.4735490178119816,2,Firefox,0,0,0.0714331329883689,1,Normal,22.4,Low
SID_03995,86,TCP,7,106.5880892554452,DES,0.4423602775944716,4,Chrome,0,1,-0.04857819235911698,-1,Anomaly,60.76,High
SID_03996,505,TCP,2,99.82708056262108,AES,0.3329263097913735,2,Chrome,0,1,0.11575910217171492,1,Normal,8.23,Low
SID_03997,84,UDP,5,281.10876809548427,AES,0.3343053902174857,2,Safari,0,0,0.07242257867469531,1,Normal,22.08,Low
SID_03998,435,TCP,2,412.20855939588097,AES,0.4567848904746454,1,Firefox,0,0,0.12465128151315019,1,Normal,5.39,Low
SID_03999,828,TCP,3,918.7740789941352,Unknown,0.3380928255733004,1,Firefox,0,0,0.07988315432338983,1,Normal,19.7,Low
SID_04000,572,UDP,4,3355.346907376218,AES,0.4019967224002093,2,Edge,0,0,0.023392289352971274,1,Normal,37.76,Medium
SID_04001,327,TCP,3,1821.1903750382808,AES,0.8411813207831446,1,Firefox,0,1,-0.021090821424933792,-1,Anomaly,51.98,High
SID_04002,493,TCP,4,1344.308074752191,DES,0.2513432553767185,3,Chrome,0,1,0.0871107768834325,1,Normal,17.39,Low
SID_04003,503,TCP,5,1344.4725074909577,AES,0.2211627543170056,2,Chrome,0,0,0.11530418129347636,1,Normal,8.38,Low
SID_04004,594,TCP,2,725.2009787594287,DES,0.3826294441004256,1,Unknown,1,0,0.01485075181263884,1,Normal,40.49,Medium
SID_04005,226,TCP,5,233.09474424350825,AES,0.5553398124339813,3,Edge,1,1,-0.05801928736065187,-1,Anomaly,63.78,High
SID_04006,618,ICMP,8,510.83660948337234,AES,0.457965967167847,1,Unknown,1,1,-0.046006204274973816,-1,Anomaly,59.94,High
SID_04007,64,UDP,4,123.03767262712812,AES,0.4359371181274422,2,Chrome,0,0,0.05749260757535768,1,Normal,26.86,Medium
SID_04008,374,UDP,5,668.5627259145016,Unknown,0.4307145133102267,2,Chrome,0,0,0.12442468134316276,1,Normal,5.46,Low
SID_04009,402,UDP,4,18.6154923878379,Unknown,0.0789797007583802,1,Firefox,0,0,0.07981515871884837,1,Normal,19.72,Low
SID_04010,626,TCP,3,168.04872510132884,Unknown,0.0661324787271735,1,Firefox,0,0,0.09134886440367951,1,Normal,16.03,Low
SID_04011,504,TCP,5,996.654932754416,Unknown,0.3449893358630508,0,Chrome,0,0,0.07632261548886787,1,Normal,20.84,Low
SID_04012,218,TCP,5,259.35774376290425,Unknown,0.1676448401457549,3,Chrome,0,1,0.04861626702093702,1,Normal,29.69,Medium
SID_04013,303,UDP,3,435.729662808731,AES,0.3265125969285179,0,Chrome,0,1,0.07340440278408689,1,Normal,21.77,Low
SID_04014,539,TCP,3,1427.3234124809949,DES,0.0638900490452574,1,Chrome,0,0,0.08587335007792224,1,Normal,17.78,Low
SID_04015,484,TCP,7,36.46501851257683,AES,0.5183140466614863,2,Safari,0,1,0.06514892600046901,1,Normal,24.41,Low
SID_04016,384,TCP,3,18.397154256659544,AES,0.3515846348638875,1,Chrome,0,0,0.11178834561295858,1,Normal,9.5,Low
SID_04017,403,TCP,6,208.040190488827,Unknown,0.3586649566479779,2,Chrome,0,1,0.11353088588235938,1,Normal,8.94,Low
